gene,log2FC,t_statistic,p_value,mean_tumor,mean_normal,adj_p_value,significant,direction
DNAJC12,1.3384724985320187,8.255073467049517,4.2419857616124935e-12,7.834305953103447,6.495833454571429,4.615977259918909e-11,True,Upregulated in Tumor
TNS3,-0.679104380787825,-7.905454576318706,4.254517656694639e-12,10.528693490844828,11.207797871632653,4.625889471458411e-11,False,Not Significant
HK3,-0.5451394392361015,-7.934736796372672,4.320970168935112e-12,7.466586592396552,8.011726031632653,4.694365902986981e-11,False,Not Significant
KRT18,0.8748904587051367,7.968962056818356,4.334656430660051e-12,11.902122074827586,11.02723161612245,4.7054523421984414e-11,False,Not Significant
TARP /// TRGC2 /// TRGV9,-0.8978566810657984,-7.933283418550362,4.389257520515e-12,8.322408693913793,9.220265374979592,4.7609001115377384e-11,False,Not Significant
PRKDC,0.8362963469218858,7.823376544088743,4.416384450331967e-12,8.45037049075862,7.614074143836735,4.7864824255201714e-11,False,Not Significant
NCAPG,0.7230937426808577,8.020607227520898,4.436230905165305e-12,5.618290608293102,4.895196865612244,4.8041394778292545e-11,False,Not Significant
MED20,0.4230459915960587,7.965244674673387,4.451734554090358e-12,8.599500520310345,8.176454528714286,4.817069055126597e-11,False,Not Significant
METTL1,0.7046965465235733,8.178818997890875,4.459866186968544e-12,8.717015908482757,8.012319361959184,4.822007321350389e-11,False,Not Significant
SMARCB1,0.406894249943349,7.835227764263402,4.470004353704535e-12,8.832038237086206,8.425143987142857,4.829105422887034e-11,False,Not Significant
PTH1R,-0.3856209024313877,-7.812641411385683,4.4932383250288235e-12,6.733686674793104,7.119307577224491,4.8503287510195326e-11,False,Not Significant
EFCAB14,-0.38742032064742915,-7.812123481331488,4.529040765842533e-12,10.956206642413793,11.343626963061222,4.8850746967567304e-11,False,Not Significant
TUBB6,-0.7408115168807168,-8.003439553940094,4.602340528846989e-12,9.75028804201724,10.491099558897957,4.960178010156862e-11,False,Not Significant
MRPS12,0.8551733680464455,7.800419392179523,4.777453347104104e-12,8.686584982413793,7.831411614367347,5.144031251887823e-11,False,Not Significant
ANXA2 /// NHP2L1,0.5130030575204074,7.805705171651359,4.78054254707444e-12,10.517861177499999,10.004858119979591,5.144031251887823e-11,False,Not Significant
NR2F1,-0.891446588084448,-7.964214456514796,4.807322304427162e-12,7.5193655857931025,8.41081217387755,5.168731976478369e-11,False,Not Significant
RASGRP2,-0.479113197539057,-7.926453922612295,4.9603021171159855e-12,6.90122575837931,7.380338955918367,5.328973220415147e-11,False,Not Significant
POSTN,1.3202868947417308,7.925368136754253,4.9689395503942244e-12,11.518383373517242,10.198096478775511,5.334012551515325e-11,True,Upregulated in Tumor
C1orf116,-1.3637099702146376,-8.053633711028485,5.030860478839682e-12,9.320816450724138,10.684526420938775,5.396196775517326e-11,True,Downregulated in Tumor
DENND5A,-0.5046308837997877,-7.789616490495199,5.047594217311504e-12,9.443694091465519,9.948324975265306,5.409852168672877e-11,False,Not Significant
ZNF207,0.4891366704549611,7.784639555595633,5.1832482553738705e-12,10.526842064189655,10.037705393734694,5.55083995018842e-11,False,Not Significant
CLDN7,0.7322284140570048,7.812307497721947,5.207894048595766e-12,10.191706768689658,9.459478354632653,5.572817740837037e-11,False,Not Significant
LOC100506558 /// MATN2,-1.0630441479588324,-7.780025652096089,5.29146199161794e-12,6.497369365775861,7.5604135137346935,5.657761773474403e-11,True,Downregulated in Tumor
UCHL5,0.5673542181836755,7.78273085848974,5.336881828065907e-12,8.532874898000001,7.965520679816326,5.7018148542538126e-11,False,Not Significant
ITGAL,-0.5012299290207602,-7.827866007326475,5.476505545101856e-12,6.147437549224137,6.648667478244898,5.846364331915607e-11,False,Not Significant
SDHC,0.4979580718472878,7.7952941901020925,5.59480489610511e-12,10.137339708275862,9.639381636428574,5.967939082151584e-11,False,Not Significant
AURKAIP1,0.3994683026351158,7.82798765566312,5.6259539075842515e-12,10.085924105431035,9.68645580279592,5.996432733517441e-11,False,Not Significant
HSPE1,0.9068946196868399,7.782982359311193,5.6713323946831036e-12,9.24026263348276,8.33336801379592,6.040036037363447e-11,False,Not Significant
FRYL,-0.5022862738550309,-7.793040964675844,5.692432674973095e-12,9.315019905655173,9.817306179510204,6.057734456870976e-11,False,Not Significant
ITCH,0.4096692417171015,7.9311964156289205,5.700628466293027e-12,8.408002134206898,7.998332892489796,6.061683219665637e-11,False,Not Significant
CXorf40B,0.41565389158198585,7.8215369147395615,5.979392086764956e-12,9.240750146275863,8.825096254693877,6.353104092187766e-11,False,Not Significant
HLTF,0.7351209102529914,7.90108140066742,6.118610751576472e-12,9.384784169844828,8.649663259591836,6.49591707050715e-11,False,Not Significant
NAPG,0.42228856324102626,7.945110841892959,6.231588846997986e-12,7.5216927544655166,7.09940419122449,6.610669016261992e-11,False,Not Significant
TMCO1,0.5456523336220975,7.768328928535967,6.283010081033361e-12,10.380663643724137,9.83501131010204,6.659990685895362e-11,False,Not Significant
DMXL1,-0.7608978617656588,-7.745547899802592,6.2892756139668044e-12,6.242784789724138,7.003682651489797,6.661407517457787e-11,False,Not Significant
PLA2G12A,0.5496348533096418,7.813329381436167,6.304327371186055e-12,6.328803218758621,5.779168365448979,6.67212094139229e-11,False,Not Significant
EZH2,1.0106238252508817,8.353653666599834,6.3333089887283035e-12,5.833043372189657,4.822419546938775,6.697548590192725e-11,True,Upregulated in Tumor
PPM1D,-0.6508072447895836,-7.987096845706162,6.408682961568769e-12,6.737742893965518,7.388550138755102,6.771958579015005e-11,False,Not Significant
BMP6,-0.48023253386312437,-7.782913938978607,6.635022092694494e-12,7.632631852810344,8.112864386673468,7.005650279903601e-11,False,Not Significant
TXNIP,-0.6659346426776889,-7.767638062500305,6.691111693242515e-12,12.162211485689658,12.828146128367347,7.059357887132911e-11,False,Not Significant
CD83,-0.7097329003613666,-8.119512915464913,6.697346239594721e-12,9.017521113189654,9.72725401355102,7.060423902349661e-11,False,Not Significant
MTCH2,0.6366143481425031,7.749832042936871,6.780902861676112e-12,10.115226137224136,9.478611789081633,7.142938595132709e-11,False,Not Significant
E2F8,0.8502394245186489,8.38275036834187,6.821409690743334e-12,5.75000132762069,4.899761903102041,7.180011835700636e-11,False,Not Significant
SRPX2,1.0236080798698088,8.331921348345375,6.883623558110659e-12,7.700528617931034,6.676920538061225,7.239857773374751e-11,True,Upregulated in Tumor
NOP16,0.6266497195080927,7.855041112865828,6.952115736692317e-12,8.755715807344828,8.129066087836735,7.306208723281234e-11,False,Not Significant
ATP5H,0.4596927440957046,7.768084500698929,6.962006303713175e-12,11.371474461034481,10.911781716938776,7.310918041544955e-11,False,Not Significant
ITGA5,-0.5481911920267422,-7.732154405027097,7.0421540943321384e-12,8.883419426034482,9.431610618061224,7.383726762081594e-11,False,Not Significant
SULT1A2,-0.6306387321323008,-7.740197004563622,7.042266959913558e-12,8.962392617275862,9.593031349408163,7.383726762081594e-11,False,Not Significant
INTS7,0.33823863418296973,7.737593973872186,7.069230003549913e-12,7.0396693484482755,6.701430714265306,7.40625143395171e-11,False,Not Significant
MYBL2,0.487396280942999,7.731831782631709,7.325010930578592e-12,7.578675645310346,7.091279364367347,7.668282163188975e-11,False,Not Significant
GLB1L2,0.6443535890489098,7.808127763526479,7.379576208142151e-12,8.818519680844828,8.174166091795918,7.719425112464486e-11,False,Not Significant
NFE2L3,0.7008484057709365,8.236430270984698,7.391152379441837e-12,6.682314673913793,5.9814662681428565,7.725554865286653e-11,False,Not Significant
RACGAP1,0.9510576332726952,7.942906802947479,7.430436309834666e-12,7.6288680702931035,6.677810437020408,7.760614121129483e-11,False,Not Significant
ID1,-1.242673633792048,-7.775729433511565,7.559838090407483e-12,9.677469775534483,10.920143409326531,7.889668864236072e-11,True,Downregulated in Tumor
DNAJC9,0.5979806122568654,7.81665253875323,7.63297722232159e-12,9.209994162379314,8.612013550122448,7.95985240429601e-11,False,Not Significant
SLC5A6,0.3347082805914834,7.71866950001739,7.641441907779636e-12,8.542065607224137,8.207357326632653,7.962535650242234e-11,False,Not Significant
NDC1,0.7613660529947222,7.825415791896221,7.733453995120257e-12,6.778017318362069,6.016651265367347,8.052205758401408e-11,False,Not Significant
TACO1,0.3271173245921899,7.7795009446031465,7.874607590946712e-12,8.230217220775863,7.903099896183673,8.192865403513842e-11,False,Not Significant
DCPS,0.4081355397181561,7.745050904382429,7.934824895775644e-12,7.756841222534482,7.348705682816326,8.249166035877525e-11,False,Not Significant
DLG5,0.7805566026171729,7.784203209052804,8.064727900318965e-12,8.38012086686207,7.599564264244897,8.377770758863245e-11,False,Not Significant
BTK,-0.42058715541027425,-7.695991162047856,8.129793719388117e-12,8.010478291344828,8.431065446755102,8.438875738673611e-11,False,Not Significant
CDK4,0.7691398295443364,8.138122659959542,8.275619357533742e-12,10.864060209258621,10.094920379714285,8.583652771839487e-11,False,Not Significant
MAGED1,0.70788538955102,7.895163029962789,8.371460903871379e-12,11.536521641999999,10.828636252448979,8.676402922992461e-11,False,Not Significant
PILRA,-0.5933343946664325,-7.784342233289202,8.412304342248585e-12,7.574985497517241,8.168319892183673,8.70538232660717e-11,False,Not Significant
BPHL,0.4446199986375792,8.168750062765707,8.408960185519424e-12,6.580934078862069,6.13631408022449,8.70538232660717e-11,False,Not Significant
KIF26B,0.2660390177843075,7.686352602329846,8.45709872270918e-12,5.880271510396552,5.614232492612245,8.745041257644573e-11,False,Not Significant
UQCRH /// UQCRHL,0.6915718600904306,7.7238340768973215,8.500966811469314e-12,10.848582955396553,10.157011095306123,8.783682450841573e-11,False,Not Significant
CKAP4,0.7012446829612955,7.689231991455592,8.566166414089383e-12,10.175287694655173,9.474043011693878,8.844288700261116e-11,False,Not Significant
KLHL12,0.3465930065749454,7.834344894595804,8.72719900462074e-12,7.23027322075862,6.883680214183674,9.003671339499946e-11,False,Not Significant
HEBP1,-0.5997259854437011,-7.732949731305458,8.930752033085504e-12,9.413440336637931,10.013166322081632,9.20664483044627e-11,False,Not Significant
RP11-82L18.2,-0.33695560985995776,-7.695135033398771,8.984688829372237e-12,8.474602141793104,8.811557751653062,9.255188226293123e-11,False,Not Significant
FGFR1OP,0.5009587078553821,7.799770242463984,9.086909659929108e-12,7.289063547120689,6.788104839265307,9.353357506012331e-11,False,Not Significant
SYDE1,-0.34177355039514445,-7.779153705406623,9.277716096374282e-12,9.367081300706896,9.708854851102041,9.540036652009347e-11,False,Not Significant
ACTG2,-0.8581364639394788,-7.755678159183388,9.28238860332393e-12,7.827974778448276,8.686111242387755,9.540036652009347e-11,False,Not Significant
MXRA5,1.0072978904841658,7.744762154645869,9.52675522511121e-12,10.148343401586207,9.14104551110204,9.783745962566718e-11,True,Upregulated in Tumor
SND1,0.4062936750721313,7.681626057766236,9.594959267499826e-12,10.424216365051723,10.017922689979592,9.846307858789685e-11,False,Not Significant
SLC7A1,0.609158829962702,7.737018096874357,9.978545283502984e-12,9.407988650758622,8.79882982079592,1.0232172951937998e-10,False,Not Significant
CHEK1,0.7253920117543995,8.151954231003934,1.0005699713536475e-11,5.338827016448277,4.613435004693877,1.0252238940746434e-10,False,Not Significant
MBNL1,-0.562260971016185,-7.814441759052727,1.0080742689726562e-11,10.739597875310345,11.30185884632653,1.0321305867549582e-10,False,Not Significant
AP1S2,-0.5943469167505295,-7.654268406793394,1.014921748446951e-11,8.634315730086206,9.228662646836735,1.0383548395352418e-10,False,Not Significant
RGS5,-1.005993961143206,-7.649314371835045,1.0199293058162507e-11,9.791327490224141,10.797321451367347,1.0419270897856448e-10,True,Downregulated in Tumor
PDZRN3,-0.9618748115964122,-7.702031464313214,1.019955264362862e-11,5.878935873913793,6.840810685510205,1.0419270897856448e-10,False,Not Significant
MRPS14,0.37967204311084046,7.775373866688004,1.0288741106562004e-11,9.788167214396553,9.408495171285713,1.0502442300240595e-10,False,Not Significant
JADE1,-0.5552424710802271,-7.646196596200436,1.0373634390306496e-11,8.747160108103447,9.302402579183674,1.0581107078112626e-10,False,Not Significant
PPP1R12B,-0.604054198774806,-7.7678806219375005,1.0686759178512947e-11,8.609642301551725,9.213696500326531,1.0892273778099734e-10,False,Not Significant
CTSO,-0.63095822392998,-7.747404948560677,1.0802880856984853e-11,9.33245154939655,9.96340977332653,1.1002331181774702e-10,False,Not Significant
RNF38,-0.6434398330024624,-7.685199344060553,1.084584174200927e-11,8.368147953568966,9.011587786571429,1.1037767405365608e-10,False,Not Significant
BDNF,-0.5939361513698085,-7.636393681793893,1.0886574994026574e-11,5.568719004568966,6.162655155938775,1.1070884954422058e-10,False,Not Significant
NDN,-0.7627605373437714,-7.828034190254557,1.0918902214051431e-11,8.50325742398276,9.266017961326531,1.1095410783677075e-10,False,Not Significant
PDIA3,0.6995365655696713,7.664748828868966,1.1270619558751055e-11,10.96997993812069,10.27044337255102,1.1444209116192374e-10,False,Not Significant
GPR20,-0.46778714355453843,-7.922765377052726,1.1609784873230729e-11,6.06759840124138,6.535385544795918,1.1779747940068566e-10,False,Not Significant
CLNS1A,0.5109415085520759,7.667870806838787,1.1670669658724719e-11,9.322789547327586,8.81184803877551,1.183264069299809e-10,False,Not Significant
TTLL12,0.38349179418754353,7.863935470373201,1.1752050739119611e-11,8.576974773534483,8.193482979346939,1.1906219320779728e-10,False,Not Significant
N4BP1,-0.2439650026284319,-7.6742036999142575,1.211309221485526e-11,10.731382554310345,10.975347556938777,1.2262804590544482e-10,False,Not Significant
TENM4,0.5554226116632659,7.864562963527913,1.2647998564699674e-11,7.3134885295,6.758065917836734,1.2794738069005696e-10,False,Not Significant
DNAJC10,0.7873523155661513,7.6320078207117925,1.2943041219733929e-11,8.325809945362069,7.538457629795918,1.3083410776716832e-10,False,Not Significant
LPHN3,-0.6364656196706546,-7.600342495333307,1.3089457427298828e-11,6.068795796206897,6.705261415877551,1.322152594394198e-10,False,Not Significant
TRIP13,1.1037443647146388,7.8352031949439,1.3173685320215872e-11,8.512445281775863,7.408700917061224,1.3296665952406087e-10,True,Upregulated in Tumor
MCAM /// MIR6756,-0.8330022282656575,-7.600818648258477,1.3218393406595155e-11,8.227774169224137,9.060776397489795,1.3331834842547277e-10,False,Not Significant
E2F5,0.5122675348409569,7.837768363057718,1.3251678853898127e-11,7.013505841310344,6.5012383064693875,1.3355439202866007e-10,False,Not Significant
AURKB,0.6083158519342025,8.018693921511607,1.3443923716652786e-11,6.5566702319137935,5.948354379979591,1.3539093072322088e-10,False,Not Significant
FBP1,-1.2510153311769887,-7.59370492688847,1.3499481343600239e-11,9.732884208741378,10.983899539918367,1.358492109893948e-10,True,Downregulated in Tumor
TIPIN,0.4592523954926113,7.66960381934481,1.3538478972998293e-11,5.710500889206896,5.251248493714285,1.3614028520838687e-10,False,Not Significant
HIST1H2BH,0.8742046393437723,7.925223775043375,1.3704748393637556e-11,7.193613363017241,6.319408723673469,1.377097951970346e-10,False,Not Significant
GDF15,1.6617342842878235,7.664941286844561,1.392780687137967e-11,8.25938638165517,6.597652097367347,1.3984718415059156e-10,True,Upregulated in Tumor
ST6GALNAC2,-0.6306933770432792,-7.605571540487129,1.4071189777464309e-11,7.801455916568965,8.432149293612245,1.411819820656497e-10,False,Not Significant
NDC80,1.013191798992258,8.040816724635015,1.4114161754459669e-11,5.527153589931034,4.513961790938776,1.4150808316878517e-10,True,Upregulated in Tumor
PLK1,0.44965368804081507,7.6248477463716835,1.4195664289039907e-11,7.269255008999999,6.819601320959184,1.4221972043467335e-10,False,Not Significant
TRHDE,-0.6515632312125259,-8.229209606494083,1.4289591185152809e-11,5.03663758537931,5.688200816591836,1.4305468508691866e-10,False,Not Significant
CDCA4,0.4489156397332854,7.902287445201822,1.4309914912852108e-11,8.44710353889655,7.998187899163265,1.431521095834169e-10,False,Not Significant
NCAPH,0.442122823489445,7.703060896737356,1.437558033760415e-11,8.075962820224138,7.633839996734693,1.4370263924757403e-10,False,Not Significant
RUVBL1,0.548729383616819,7.622168117617708,1.4518139638356647e-11,8.137819107086207,7.589089723469388,1.450204413986623e-10,False,Not Significant
ARAP1,-0.3562884507072468,-7.596372165072648,1.4611374037190153e-11,9.232850002517242,9.58913845322449,1.4584395872424293e-10,False,Not Significant
GORASP2,0.5621365130858571,7.590397701885979,1.4820034160519707e-11,10.366050245310346,9.803913732224489,1.4781753629477774e-10,False,Not Significant
TNFSF10,-1.1481622907603803,-7.576691740589127,1.500888245733337e-11,9.88620888436207,11.03437117512245,1.4959074219090008e-10,True,Downregulated in Tumor
EIF4EBP1,0.7604859361066154,7.770215309133623,1.5156245732214623e-11,9.342624751086207,8.582138814979592,1.5094816585916037e-10,False,Not Significant
WDR45B,0.5856026962424341,7.594364157131749,1.5428651518974653e-11,10.640140145568964,10.05453744932653,1.5354803039686483e-10,False,Not Significant
PURA,-0.6756613230397619,-7.626557904877955,1.552442031174267e-11,9.621210038327586,10.296871361367348,1.5438744702958218e-10,False,Not Significant
FRMD4A,-0.4721858746403953,-7.647888924589618,1.5666851148250593e-11,6.0404905749310345,6.51267644957143,1.5568933328574027e-10,False,Not Significant
EDNRA,-0.9887203718522155,-7.652870414401289,1.5899478227786862e-11,8.60492264086207,9.593643012714285,1.5779750398852757e-10,False,Not Significant
MGLL,-0.9709096077002126,-8.054013160394575,1.590234557398258e-11,9.608192989034482,10.579102596734694,1.5779750398852757e-10,False,Not Significant
SERPINH1,0.7421860640950051,7.686839790474613,1.593440356590041e-11,10.40190888548276,9.659722821387755,1.5799960689152166e-10,False,Not Significant
HEBP2,0.678149630821606,7.658506765760816,1.6219060243011085e-11,10.052750094637931,9.374600463816325,1.6070425160138918e-10,False,Not Significant
PSIP1,-0.8193823016312454,-7.645656530846632,1.6263898719358607e-11,8.603681713103448,9.423064014734694,1.6103046973782532e-10,False,Not Significant
MMP19,-0.9687927414324431,-8.225291564613562,1.6374513785251362e-11,8.870235937465516,9.839028678897959,1.6200699400268826e-10,False,Not Significant
GCNT3,1.1146499288511622,8.073950168303023,1.6411313541513723e-11,7.957426797810345,6.842776868959183,1.6225230615476077e-10,True,Upregulated in Tumor
TEX14,-0.4553005370714285,-8.07050809656499,1.6480550948489042e-11,5.8368888785,6.292189415571428,1.6281772373452444e-10,False,Not Significant
ATAD2,0.7360368993698119,7.91177296366289,1.6554810558657524e-11,7.093450498431035,6.357413599061223,1.634318953252421e-10,False,Not Significant
LOC101060521 /// POLR3E,0.4777447897508793,7.66438631966586,1.6645581023893545e-11,8.633497541689655,8.155752751938776,1.6420804929775276e-10,False,Not Significant
PSMB4,0.45814779898170244,7.5649531861523345,1.672196965599034e-11,11.037430154655171,10.579282355673469,1.6484129824997042e-10,False,Not Significant
RP3-406P24.1,0.33153473361752095,7.550236471699888,1.6927846244636492e-11,8.32167958163793,7.990144848020409,1.6674915597395203e-10,False,Not Significant
LARP6,-0.4579052236984529,-7.575135052032154,1.733543297315252e-11,7.095549905913792,7.553455129612245,1.7063974991417064e-10,False,Not Significant
E2F6,0.3540985276375803,7.553256680260361,1.7507735678629286e-11,8.23449064086207,7.88039211322449,1.7221036950267452e-10,False,Not Significant
CDC6,0.6274428415000015,7.932504828280547,1.7703971362169466e-11,6.788018346500001,6.160575505,1.7401394397070569e-10,False,Not Significant
LRPPRC,0.598385339533781,7.616585895709751,1.8079812646718446e-11,9.861441836982761,9.26305649744898,1.775789737793603e-10,False,Not Significant
TMEM258,0.4683564673821259,7.535230365349007,1.8125966038153487e-11,11.913245407586206,11.44488894020408,1.7790300000409902e-10,False,Not Significant
AATK,-0.32036835509676465,-7.534043795000655,1.8173155212224834e-11,8.815465244637931,9.135833599734696,1.7823671458143588e-10,False,Not Significant
MIR3658 /// UCK2,0.8688407469440538,8.015573614762504,1.8224933231875767e-11,7.304035589637931,6.435194842693877,1.7861491851254603e-10,False,Not Significant
RAPGEF4,-0.6224340553286423,-7.826340710602757,1.8354436262332578e-11,4.579562373344827,5.2019964286734695,1.7975377252567013e-10,False,Not Significant
SPDL1,0.544079964641802,7.850848760167768,1.8374561439132118e-11,7.583204248172414,7.039124283530612,1.7982056325117347e-10,False,Not Significant
TMEM186,0.39797181362174516,7.530800472391189,1.8390398277113022e-11,7.688955234948276,7.290983421326531,1.7984532034383682e-10,False,Not Significant
CBLC,0.4637656544637583,7.577321562858243,1.84454042565133e-11,5.827560285586207,5.363794631122449,1.8025281166072109e-10,False,Not Significant
VCAN,1.1696810720749475,7.531043508413485,1.9558510855004914e-11,11.245619816258621,10.075938744183674,1.909922501484042e-10,True,Upregulated in Tumor
XAGE1B /// XAGE1E,1.845646251108728,8.14932710254218,1.989330107665917e-11,8.28332416774138,6.437677916632652,1.9412127368306766e-10,True,Upregulated in Tumor
TNFRSF1B,-0.5680920808434191,-7.5158569826191535,1.9978432761956314e-11,6.903888095258622,7.471980176102041,1.9481134110955236e-10,False,Not Significant
GJA9 /// GJA9-MYCBP /// MYCBP,0.5267510198705132,7.534691557070607,2.0058556040110453e-11,7.554027017482758,7.027275997612245,1.9545161130648361e-10,False,Not Significant
BTG2,-0.879358676846234,-7.512428031536881,2.0132055247655235e-11,10.720845288051725,11.60020396489796,1.960264601383721e-10,False,Not Significant
SETD3,-0.3328822077955653,-7.561648617277262,2.030025843340295e-11,9.208480918775862,9.541363126571428,1.9752195300751684e-10,False,Not Significant
ITPK1,-0.3535878641660801,-7.517607001823188,2.0636302960086588e-11,9.196448427793104,9.550036291959184,2.0064721906875557e-10,False,Not Significant
HSPA4,0.49455335151829694,7.512080574582266,2.100506906900687e-11,8.919136184844827,8.42458283332653,2.0408591550512427e-10,False,Not Significant
TOM1L1,0.8006151882128778,7.564472941002351,2.1212280662615002e-11,8.315378734396552,7.514763546183674,2.0595113014025986e-10,False,Not Significant
MMP28,-0.7595664857100646,-7.57790329384488,2.1268877343161893e-11,5.7275494093103445,6.487115895020409,2.0635238858064106e-10,False,Not Significant
RAD54B,0.5575341799162548,7.863639526024603,2.1316267594006392e-11,6.739352755344827,6.181818575428572,2.066638138687205e-10,False,Not Significant
MEOX2,-0.773674759577764,-7.849440067409781,2.1570571635405586e-11,4.509004902034482,5.282679661612246,2.0897940906989712e-10,False,Not Significant
ESPL1,0.4571681647139334,7.717525578042962,2.1655389503240962e-11,7.8139721372241375,7.356803972510204,2.0965085181683494e-10,False,Not Significant
RPL15,-0.4245876525052772,-7.659337276762554,2.217480153699191e-11,12.091934095862069,12.516521748367346,2.1452572854147866e-10,False,Not Significant
AVPI1,-0.5039370756541182,-7.538965650589917,2.2318580381115433e-11,9.292598585672412,9.79653566132653,2.1560801561885281e-10,False,Not Significant
CLEC10A,-0.5417705613715693,-7.496347923675755,2.23082407538739e-11,6.089674487689655,6.631445049061225,2.1560801561885281e-10,False,Not Significant
NRAS,0.7815182246287833,7.544025192425182,2.274940978983709e-11,7.512851648465518,6.731333423836735,2.1945629786555906e-10,False,Not Significant
TNFAIP1,-0.5102127415724844,-7.488793632764026,2.273811982704743e-11,9.446499312672415,9.9567120542449,2.1945629786555906e-10,False,Not Significant
HSPB11,0.6371002938617156,7.5251078704473295,2.3128715434829325e-11,9.752106440086207,9.115006146224491,2.2295619764744532e-10,False,Not Significant
BZW1,0.6347857827589696,7.489742599751256,2.361121594920162e-11,10.718771936534482,10.083986153775513,2.2744517715856016e-10,False,Not Significant
MKNK2,-0.5862531497758621,-7.500138529497863,2.372412767299646e-11,10.17202058522414,10.758273735000001,2.2837007514283988e-10,False,Not Significant
DTX2 /// LOC102725292,0.5574977683219569,7.532647418024422,2.38744826048938e-11,6.909216933913793,6.351719165591836,2.2965383089333788e-10,False,Not Significant
FGD6,0.5610686266481348,7.725428873769141,2.42099165792942e-11,7.272293567137931,6.711224940489796,2.3270811217435834e-10,False,Not Significant
METTL18,0.462936046133005,7.542760730107782,2.4226438315155176e-11,7.2079728892758625,6.745036843142858,2.3270811217435834e-10,False,Not Significant
HIST1H2AJ,0.4724937615735403,7.480768117243123,2.4896207512106994e-11,7.012307833655172,6.539814072081632,2.389717645782145e-10,False,Not Significant
PREB,0.3915084118557335,7.469280305678139,2.543554767187622e-11,9.23330977689655,8.841801365040817,2.4397546258723004e-10,False,Not Significant
AFF1,-0.4094018613705135,-7.508503126885641,2.552396201191735e-11,9.728761251017241,10.138163112387755,2.446498911993355e-10,False,Not Significant
PLXNA2,-0.8366030013919765,-7.622161961569734,2.5651053217001325e-11,7.866532517689656,8.703135519081632,2.456938229821211e-10,False,Not Significant
KAT2A,0.355991887883885,7.470650988642925,2.579740444249818e-11,9.233562126965518,8.877570239081633,2.4692062396626267e-10,False,Not Significant
BORA,0.39035046091484915,7.480710915293027,2.596665991289689e-11,7.283637863241379,6.89328740232653,2.483647620118906e-10,False,Not Significant
ISOC2,0.41084874398803795,7.4611303332518055,2.6038586157514937e-11,8.08650861362069,7.675659869632653,2.488765855154274e-10,False,Not Significant
COMP,1.3370194262800865,7.7354244902742,2.67142716094809e-11,7.467125178586208,6.130105752306122,2.5515433272235645e-10,True,Upregulated in Tumor
SCRIB,0.43194144721780336,7.495765581109494,2.709188149419186e-11,8.079683174258621,7.647741727040818,2.5857823332909816e-10,False,Not Significant
CENPE,0.5967628486178747,7.564916055011879,2.7200560503808525e-11,7.2794774734137935,6.682714624795919,2.5943230431120126e-10,False,Not Significant
FAM64A,0.5199925222579171,7.680354817176441,2.795908094096881e-11,7.516137124706897,6.99614460244898,2.6647882857347916e-10,False,Not Significant
GAR1,0.45055489540957083,7.48453087019183,2.8558115551969574e-11,8.135943387103449,7.685388491693878,2.719964282486743e-10,False,Not Significant
CECR1,-0.7161312940872637,-7.444177065149317,2.8675620360080794e-11,10.295623438586208,11.011754732673472,2.729232458918957e-10,False,Not Significant
CHI3L2,-0.9013539005123166,-7.631666652490844,2.887211229719184e-11,7.055988024344827,7.957341924857143,2.7459999837899205e-10,False,Not Significant
TCF7L1,-0.49243015081034613,-7.591363405025752,2.912117830872578e-11,8.116898376189654,8.609328527,2.7677406810297397e-10,False,Not Significant
CEBPD,-0.7443683189299755,-7.440227111017893,2.915017203371023e-11,11.512834757396552,12.257203076326528,2.768549367783512e-10,False,Not Significant
METAP1,0.3809349017973265,7.443004446022437,2.920393986695534e-11,9.43086598510345,9.049931083306124,2.771708197344813e-10,False,Not Significant
NUP214,-0.2928474994201249,-7.462076391022175,2.9424356853986254e-11,7.938974985620689,8.231822485040814,2.790667950046486e-10,False,Not Significant
SLA,-0.467079968157984,-7.436680722101513,2.991425589652907e-11,9.643294783637934,10.110374751795918,2.8351414336717416e-10,False,Not Significant
NR2F2,-0.6138528533198446,-7.430355074465726,3.03966337564035e-11,9.68409925074138,10.297952104061224,2.878840260811446e-10,False,Not Significant
CLIC4,-0.5645534720781153,-7.453845242079698,3.049649229674719e-11,9.785254354758619,10.349807826836734,2.8862751637992876e-10,False,Not Significant
SH3BGRL,-0.6205879123015468,-7.460136974143277,3.088439981742379e-11,9.818768631086208,10.439356543387754,2.920942362018772e-10,False,Not Significant
NQO1,1.2430798922593258,7.742691641564888,3.1183991594872843e-11,10.502712879810346,9.25963298755102,2.947214310522423e-10,True,Upregulated in Tumor
ACTL6A,0.7374903938997175,7.453490915029413,3.121006519601486e-11,7.6701814638793095,6.932691069979592,2.947617268512514e-10,False,Not Significant
CTDSP1,-0.3695393085580587,-7.50887000086997,3.177918091571306e-11,9.659664573482758,10.029203882040816,2.9992711597476394e-10,False,Not Significant
NHP2,0.5353170296287839,7.713146281905219,3.211549045098904e-11,10.593232522465518,10.057915492836734,3.0288963952904174e-10,False,Not Significant
C2,-0.667070086930682,-7.453826966833671,3.216160164395697e-11,8.819165538844826,9.486235625775508,3.0311300294147724e-10,False,Not Significant
SMYD3,0.677253357780085,7.52016413364242,3.280748327917999e-11,9.270406403086207,8.593153045306122,3.0898476412412376e-10,False,Not Significant
