gene,log2FC,t_statistic,p_value,mean_tumor,mean_normal,adj_p_value,significant,direction
MIR6789 /// PLEKHJ1,-0.03789726783990055,-0.8096428533279049,0.4199883808531565,8.76943615701724,8.807333424857141,0.5257148251579522,False,Not Significant
GLUD2,-0.05892301123891652,-0.8094168490043319,0.420177014708185,7.9446362791896545,8.003559290428571,0.525902236875451,False,Not Significant
RAB21,-0.09538608362068857,-0.809395302323482,0.4203965004172322,8.48315617937931,8.578542263,0.5261282251262981,False,Not Significant
NT5C2,0.06258329197572099,0.8095598203901828,0.4204651759439767,7.555772386465518,7.493189094489797,0.5261654493410042,False,Not Significant
HNF1B,-0.050173764579522384,-0.8081413157877326,0.42097581399666517,9.341241667155172,9.391415431734695,0.5267556824520813,False,Not Significant
EXO5,-0.04905196933251155,-0.8079689652537035,0.42104447032122294,5.4295451388103455,5.478597108142857,0.5267928176625929,False,Not Significant
RGS19,-0.046093173460592496,-0.8077867223573127,0.421087617206503,8.96418607139655,9.010279244857143,0.5267980326340728,False,Not Significant
KDM5A,-0.07652706389057151,-0.8074882374074165,0.42122436929027585,8.888729561293102,8.965256625183674,0.5269203397776822,False,Not Significant
PROP1,0.03940872879556778,0.8073070943248744,0.42136788980723117,7.390130153224138,7.350721424428571,0.5270492288266378,False,Not Significant
GPR37L1,0.029355828424699304,0.8072022959118101,0.4214053989419644,5.990132962465516,5.960777134040817,0.5270492288266378,False,Not Significant
SCN5A,-0.04965945053659393,-0.8070571961895724,0.4214586591437175,7.187387120810345,7.237046571346939,0.5270670656359158,False,Not Significant
FAM204A,0.020088222175228765,0.8068078018625633,0.42161557559148,5.43317015137931,5.413081929204081,0.5272145174055193,False,Not Significant
MARCH3,0.05820611461435643,0.8069932126243463,0.4216749915014848,6.911074030655173,6.852867916040816,0.5272400323936134,False,Not Significant
CNTF,-0.039738304356790266,-0.8062753003095615,0.4219308660723985,6.451779965275862,6.491518269632652,0.5275111614216897,False,Not Significant
ERCC3,0.05533675305559438,0.806205254217518,0.42200208501492376,7.669512129586207,7.614175376530612,0.5275513994058546,False,Not Significant
SPACA1,0.023365873252991776,0.8060202592447178,0.4220778331782312,4.625853331844828,4.6024874585918365,0.527597291472789,False,Not Significant
KCTD17,-0.03882621015165366,-0.8059222642447602,0.4222046405299309,7.797653308603449,7.836479518755103,0.5277069931343767,False,Not Significant
PHACTR4,-0.04454664262596708,-0.80546094142683,0.42237829729451226,7.4221760207413805,7.466722663367348,0.5278752254425128,False,Not Significant
XYLT1,-0.05962258489408789,-0.8061933457731986,0.4224197133291291,7.793623634534485,7.853246219428573,0.5278781715805066,False,Not Significant
IQCC,0.04718522700422234,0.8050569940871747,0.42269556251522167,5.943205249310345,5.896020022306122,0.5281383789119063,False,Not Significant
TMOD2,0.018837956863825944,0.8049821336711219,0.4227060928368547,4.533926613741378,4.515088656877552,0.5281383789119063,False,Not Significant
MUC1,-0.11101660771323019,-0.8039057033585022,0.4233944955534755,11.681491254327586,11.792507862040816,0.5289495847111501,False,Not Significant
SSX3,0.0426475936284314,0.8034435540115212,0.4235336972532069,7.178584022689655,7.135936429061224,0.5290745834529154,False,Not Significant
RAPSN,0.025396457909922177,0.8029139014838979,0.4238407244235656,4.61615948837931,4.590763030469388,0.5294091858211173,False,Not Significant
COLGALT1,-0.05123865247677806,-0.8029610212099115,0.42390268520757457,8.783066600706896,8.834305253183674,0.5294376481453074,False,Not Significant
XPNPEP2,-0.03297245390288417,-0.8025326617637228,0.42416058108107924,7.059766933137931,7.092739387040815,0.5297107977555707,False,Not Significant
GAST,0.0385791466460228,0.8019859912072498,0.42453078786383147,7.174213443482758,7.135634296836735,0.5301241428420662,False,Not Significant
STAG3L3,-0.05216575644792343,-0.8002486977473279,0.4254107966415528,6.3720336503275865,6.42419940677551,0.5311739575582581,False,Not Significant
GPR75,0.0304210354060519,0.8000638911103313,0.4255082656272031,6.055597566344828,6.025176530938776,0.5312465782865265,False,Not Significant
LINC00260,-0.030915488548203918,-0.7993724389536497,0.4258854586097144,5.627683482206897,5.658598970755101,0.531668388426962,False,Not Significant
AP3B2,0.046231061225895154,0.8001619099866573,0.4259951108295027,6.020973007103446,5.974741945877551,0.5317561580179855,False,Not Significant
SI,0.03928673652638848,0.8004521631384919,0.4260390124807717,4.029956338689654,3.990669602163266,0.5317618446322154,False,Not Significant
CD8B /// LOC100996919,-0.034752777710415295,-0.7987596383527615,0.42623303479540464,7.311923236534483,7.346676014244898,0.5319548864401047,False,Not Significant
KRT24,0.054675453925755235,0.8000105879881068,0.42640394450565056,5.934032272293103,5.879356818367348,0.532104577374864,False,Not Significant
IGSF9B,0.03502027832617838,0.7984228111994686,0.42643171864943785,5.660420857224138,5.62540057889796,0.532104577374864,False,Not Significant
PCDHGB6,-0.03089462455383618,-0.797963164408591,0.42670248240005615,5.1128828177931025,5.143777442346939,0.5323441382476469,False,Not Significant
MCRS1,0.04630164165376627,0.7988045986628224,0.4266993374300365,8.257102133551724,8.210800491897958,0.5323441382476469,False,Not Significant
CLDN17,-0.026375459255103095,-0.7971826053944085,0.42714446722093913,8.793126106499999,8.819501565755102,0.5328402159601385,False,Not Significant
ETHE1,-0.06052723494194012,-0.7972564220414747,0.42717896706830194,9.200350352017242,9.260877586959182,0.5328402159601385,False,Not Significant
MAP1S,0.05351275702498093,0.796991042722676,0.427272057801489,6.957102751086206,6.903589994061225,0.5329071485037952,False,Not Significant
H1FX,0.06855172133603027,0.7961233822102242,0.4277579435513007,9.046910773948277,8.978359052612246,0.5334639297864565,False,Not Significant
HELZ,-0.03876021213863723,-0.7960205805816561,0.42784816943435766,9.202641111310344,9.241401323448981,0.5335272199580499,False,Not Significant
TYK2,0.04670594269422779,0.7955319636850451,0.42811638963552245,9.24049691277586,9.193790970081633,0.5338124371181923,False,Not Significant
ZBTB1,0.07739219173223155,0.7953680324731288,0.42823346473215784,8.842574981568966,8.765182789836734,0.5339091582892171,False,Not Significant
PHKB,-0.06512831624525006,-0.7948284599466844,0.4286933625594095,8.366948253224137,8.432076569469388,0.5343874865909215,False,Not Significant
NCR3,-0.031234598015834614,-0.7945137118996125,0.42869619900989797,7.390425246086206,7.421659844102041,0.5343874865909215,False,Not Significant
RNF144A,-0.04477177444229241,-0.7945873078615041,0.42902719512713483,8.50573558574138,8.550507360183673,0.5347507647462167,False,Not Significant
GPR98,-0.04481392696586983,-0.7940575808523211,0.4291434394234658,5.5232133392586205,5.56802726622449,0.5348463282744504,False,Not Significant
CTR9,0.06609918405489168,0.7930928772933831,0.4295201001730936,8.352188353034483,8.286089168979592,0.5352505933068781,False,Not Significant
SSX2 /// SSX2B /// SSX3,0.04726189231527034,0.7930980667441638,0.42954701701860154,7.103387022172414,7.0561251298571435,0.5352505933068781,False,Not Significant
ADPGK,-0.03706729894827454,-0.7927765533527535,0.4297251734343799,10.481256803051725,10.518324102,0.5354232247594398,False,Not Significant
TREML2,0.033184612662211066,0.7919876563156959,0.4301774413114907,7.001660028172415,6.968475415510204,0.5358879269356436,False,Not Significant
AMPD3 /// CAND1.11,0.03912123522730493,0.792673610569846,0.43016633331198795,6.475177727206897,6.436056491979592,0.5358879269356436,False,Not Significant
RNF219,0.06679134734236492,0.7918585978339976,0.4302296899863083,6.2883903059137936,6.221598958571429,0.5359036184483831,False,Not Significant
HSPA13,0.08781463569845105,0.7914099408334124,0.43048993243967626,7.876634802086207,7.788820166387756,0.5361331947645986,False,Not Significant
PLCB3,-0.0352384428525685,-0.7914504606267184,0.430493335522414,6.357373281086206,6.392611723938774,0.5361331947645986,False,Not Significant
CD209,0.04894278999225854,0.7918607585989698,0.4305868415040238,8.233302943931035,8.184360153938776,0.5361546176292984,False,Not Significant
PCDHB3,0.03793422587332884,0.7913007464627645,0.43058987937465076,6.492015768689655,6.4540815428163265,0.5361546176292984,False,Not Significant
TASP1,0.050132421778676495,0.7910351402127246,0.4307182266462164,7.446656063982759,7.396523642204082,0.5362156257483064,False,Not Significant
CASP4,0.06860064123152743,0.7911950735090036,0.43070231745956533,7.069183226517241,7.000582585285714,0.5362156257483064,False,Not Significant
TEP1,0.028428076874735808,0.7908064319671134,0.430839539974614,5.240868226793103,5.2124401499183675,0.5362678562126458,False,Not Significant
CHRND,-0.03386967052040912,-0.7908589168142935,0.43082854434944284,6.3476022375,6.381471908020409,0.5362678562126458,False,Not Significant
TLR6,0.04848665549753495,0.7911583087129848,0.43090290303132095,6.318319299068965,6.26983264357143,0.53629733257835,False,Not Significant
SLC25A31,-0.01676300702427813,-0.790595510503878,0.43110086126793945,4.170848464465517,4.187611471489795,0.5364943038707368,False,Not Significant
POU2F3,0.03078212730999219,0.7899011284266032,0.43139616154430505,4.724409769534482,4.69362764222449,0.5368123674865375,False,Not Significant
PCID2,0.05032321973997256,0.7897855019316733,0.43154853763630363,8.383738959637931,8.333415739897958,0.5369031102047909,False,Not Significant
TCTN2,0.026256610738565556,0.789792485292941,0.4315232854744465,8.941287595534483,8.915030984795917,0.5369031102047909,False,Not Significant
LRP3,0.05539208954714958,0.7896968535518117,0.43168788663927793,7.189791966465517,7.134399876918367,0.537027042335221,False,Not Significant
RPL37A,0.019136209299787765,0.7889207145344517,0.43193871249012006,14.137375816034481,14.118239606734694,0.5372896179755152,False,Not Significant
CHMP1A,0.051110947825476316,0.7884437569454802,0.4322536446189482,8.923929343172414,8.872818395346938,0.5376318799029159,False,Not Significant
MS4A3,0.02541520757178084,0.7881594200212317,0.43237989850795944,5.006634852775862,4.981219645204082,0.5377177562279473,False,Not Significant
MEF2BNB,0.035370290015834804,0.7881127185128446,0.43241450016294325,5.896556918913793,5.861186628897959,0.5377177562279473,False,Not Significant
NAGPA,-0.04283106261893099,-0.7880557074456137,0.4324420490152837,7.877810018258621,7.920641080877552,0.5377177562279473,False,Not Significant
TBL1Y,0.029508300144967414,0.7879582441046992,0.43251498697329294,5.315113934655172,5.285605634510205,0.5377589741438872,False,Not Significant
DCLRE1A,0.03428622739127363,0.7877887430269752,0.4326027594863875,7.65754096775862,7.623254740367346,0.5378186270314164,False,Not Significant
FBN2,0.04758577661365049,0.7883706327536213,0.4327031945772529,6.035632475103448,5.988046698489797,0.5378940098152661,False,Not Significant
FKBP5,-0.06755420374736065,-0.7869906268633202,0.43307156370201205,6.338335961068966,6.405890164816326,0.5383024173119372,False,Not Significant
CEP135,0.0528686865464465,0.7865702293450862,0.43335351484263895,6.708364516913794,6.6554958303673475,0.5386033431210471,False,Not Significant
CDK6,-0.05865175709887449,-0.7862659805773812,0.4336488466875691,6.931473624982759,6.990125382081634,0.5388612900631988,False,Not Significant
RNF111,-0.05469823473961988,-0.7859309422015076,0.4336786351998668,7.981141551137931,8.03583978587755,0.5388612900631988,False,Not Significant
IL21,-0.025973442989444706,-0.7860664814666289,0.43368066977561326,6.898629640275862,6.924603083265307,0.5388612900631988,False,Not Significant
DAPP1,-0.0374985876136531,-0.7860778694010331,0.43375960359916743,6.971768525896552,7.009267113510205,0.5389098219013374,False,Not Significant
GPR97,-0.03544175577304909,-0.7856393660508293,0.43415284916992614,6.998747498431034,7.034189254204083,0.5393488148296306,False,Not Significant
SLC10A2,0.0443552727755101,0.7849075119941915,0.43428540791070225,7.435764098,7.39140882522449,0.5394639051390754,False,Not Significant
CHKA,-0.0712796599961294,-0.7856091155204287,0.4343308995244499,8.087404209534483,8.158683869530613,0.5394708305369856,False,Not Significant
CCR10,0.04893788661400311,0.7848565939416328,0.434412309447057,6.20214351387931,6.153205627265307,0.5395223637361676,False,Not Significant
REG1B,0.05543038788142152,0.7845287861376102,0.43454997980703824,7.016855241534483,6.961424853653061,0.5395446005596805,False,Not Significant
VAV3,0.08226936021604558,0.7857876413390208,0.4345214629058697,8.129876738379311,8.047607378163265,0.5395446005596805,False,Not Significant
CCKAR,0.028160330621744833,0.7844936187486147,0.4345410085430933,6.935819752948275,6.90765942232653,0.5395446005596805,False,Not Significant
LOC100506571,-0.03047551779204838,-0.7842985145991392,0.43463688241512066,7.046669215534482,7.077144733326531,0.539602927231339,False,Not Significant
UGT2B15,0.04465844425897192,0.7844019644078186,0.4347387373344026,7.395221254034483,7.350562809775511,0.5396798048199184,False,Not Significant
DSTNP1 /// DSTNP1,-0.031798893110135396,-0.784080768732553,0.434796683030668,7.2556235761551715,7.287422469265307,0.5397021648750439,False,Not Significant
HPS6,0.02560526016537601,0.7836591933927842,0.4350337781914909,8.417772923655171,8.392167663489795,0.5399468741168151,False,Not Significant
GEMIN7,0.025955842941590923,0.7834477872722194,0.4351496698126248,7.252620536206896,7.226664693265305,0.540041119147624,False,Not Significant
LOC100508408 /// RPS13 /// SNORD14B,0.02730329705840795,0.7829948727224563,0.435397778330886,13.1246277637931,13.097324466734692,0.5402994191664607,False,Not Significant
DUS2,0.027373678054186,0.7827033939526309,0.4355667885348732,8.688968515482758,8.661594837428572,0.5404595250687487,False,Not Significant
PCDHB12,-0.03299902666678456,-0.7824653536844051,0.43573125389885536,6.373989193741379,6.406988220408164,0.5406139627690287,False,Not Significant
CSK,0.04713957443983219,0.7818865070598022,0.4360630188123805,9.334485225827587,9.287345651387755,0.5409759224572538,False,Not Significant
RAB11FIP5,-0.03291855413124445,-0.7817638424937303,0.4362049146056677,7.535859246603448,7.568777800734693,0.5411022873699495,False,Not Significant
HPCAL4,0.03964023199472155,0.7815283266284829,0.4362850021004031,6.944510461362069,6.904870229367347,0.5411519643343381,False,Not Significant
MIA,0.03374824027515899,0.7812741210398811,0.4364198118873459,6.670262205724138,6.636513965448979,0.5412695014827457,False,Not Significant
CDKL3,-0.032978171507390464,-0.7805951127436523,0.4368204042375571,6.914169362206897,6.947147533714287,0.5417166235337295,False,Not Significant
GLB1 /// TMPPE,0.059166160491908926,0.778908537750387,0.437786429211138,9.593378144655174,9.534211984163266,0.5428648124404559,False,Not Significant
PURG,0.02955103460942876,0.7769432615178268,0.4390214601252701,4.796495676793103,4.766944642183674,0.5443463333571583,False,Not Significant
ERN2,0.04463452660731804,0.7760811251367931,0.43949454901407803,8.604410292137931,8.559775765530613,0.5448829309169126,False,Not Significant
RAPGEFL1,0.041149127832863286,0.7762143701784585,0.43966160998605797,6.023466835465516,5.982317707632653,0.5450400531059965,False,Not Significant
CCR5,-0.051157005480297,-0.7752095307162754,0.4399956929056942,9.783734357948275,9.834891363428572,0.5454041813831475,False,Not Significant
RNASEL,-0.025322797922237683,-0.7748787748756977,0.4401880607630262,7.174962975465517,7.200285773387755,0.545592593654833,False,Not Significant
